Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,Gender,Educ,AFQT,Income2005,FamilyIncome78,Race
11846,0,1,1,6,9,male,12,9.003,54000,10000,1
11848,0,0,0,12,12,female,16,48.795,24500,10000,2
11849,0,0,0,12,12,male,12,14.611,50000,10000,2
11850,0,0,0,12,6,female,8,24.52,32000,18000,3
11851,1,1,1,12,14,female,14,67.97,80000,9000,3
11854,1,1,1,12,16,female,16,68.817,87000,12000,2
11858,0,0,1,12,16,female,12,37.279,24000,3000,3
11860,1,1,1,10,12,male,12,61.243,40000,20000,1
11863,0,1,1,12,16,male,14,78.549,77919,22000,3
11864,0,0,0,8,8,male,12,16.885,24000,16000,1
11865,0,1,1,15,16,female,12,75.534,42500,20000,3
11867,0,1,1,13,13,female,16,18,28000,24000,3
11868,1,1,1,13,12,female,16,54.37,102831,24000,3
11869,1,1,1,13,12,female,14,83.763,38400,4510,3
11870,1,1,1,12,12,female,16,72.983,11000,10000,3
11872,1,1,1,12,17,male,14,81.931,24500,40000,3
11875,1,1,0,12,12,male,12,63.866,57000,18000,3
11878,1,0,1,9,12,female,12,39.427,22000,9000,3
11879,1,1,1,12,13,female,12,63.777,13691,15000,3
11880,1,1,1,12,13,male,12,44.032,15000,15000,3
11881,1,1,1,13,12,female,16,92.255,15000,22000,3
11883,0,1,1,6,12,male,12,75.428,44000,35000,1
11884,0,1,1,6,13,male,12,18.231,2200,30000,1
11886,0,0,1,12,12,female,15,79.197,10000,14350,3
11887,1,0,1,12,11,male,12,61.341,24200,14000,3
11889,1,0,1,15,14,male,17,68.263,40000,20000,3
11890,1,0,0,3,3,male,6,1.779,50400,7640,1
11891,1,1,0,6,6,female,12,4.028,10000,13000,1
11894,1,1,0,11,8,female,16,55.742,30330,12320,3
11897,1,1,1,10,14,male,14,96.751,64000,16000,3
11898,1,1,1,12,14,female,16,80.758,58500,39000,3
11901,1,1,1,12,16,female,14,36.943,29000,39000,3
11902,1,1,1,12,16,female,18,39.267,48000,38000,3
11905,0,0,1,8,8,female,16,43.256,60000,5350,3
11909,1,1,1,8,8,female,12,51.061,16000,5000,3
11911,0,1,1,12,12,male,13,56.834,46000,21000,3
11916,1,1,0,17,16,female,18,45.787,38000,19000,2
11917,1,1,0,12,13,male,12,62.412,35000,17263,3
11918,1,1,1,12,16,female,17,89.086,85000,30000,3
11920,1,1,1,14,14,male,16,83.021,338101,22520,3
11923,1,1,1,12,12,female,14,45.43,12000,14000,3
11924,1,1,0,12,12,male,13,91.057,68458,25000,3
11925,1,1,1,12,12,male,12,70,58000,25000,3
11926,1,1,0,12,12,male,12,86.514,45000,25000,3
11929,1,1,1,12,15,female,20,93.914,82000,40000,3
11932,1,1,1,11,10,female,14,9.829,10000,15000,2
11934,1,1,1,8,8,male,12,12.465,90000,15000,2
11935,1,1,1,8,8,female,12,10.59,24000,15000,2
11936,1,1,1,12,12,male,16,38.717,125000,26000,2
11937,1,1,1,12,12,male,20,12.877,43000,26000,2
11939,0,0,1,8,10,male,12,27.064,15000,7000,3
11940,1,1,0,12,12,female,12,48.739,14000,6370,3
11942,1,1,0,8,6,male,12,52.131,39000,7000,3
11945,0,0,0,3,3,male,13,15.874,40000,1000,1
11947,0,0,0,8,0,male,12,10.751,90000,2000,1
11949,0,0,0,9,1,female,12,20.859,26000,13000,3
11950,0,1,0,9,7,female,12,6.732,2000,8000,2
11955,1,1,1,16,17,female,16,72.75,42000,35000,3
11958,1,1,1,16,16,female,12,42.412,75000,30000,3
11971,1,1,1,12,15,male,15,24.339,39000,14000,1
11972,1,1,1,12,15,male,20,37.918,110500,14000,1
11973,1,1,1,12,11,male,12,60.113,60000,20000,3
11981,0,1,1,9,0,female,12,0.332,31000,4728,1
11990,1,1,1,16,18,male,20,85.632,70000,3600,3
11993,0,1,1,9,12,female,12,36.867,40000,11000,2
12000,1,1,1,9,12,female,12,56.178,33000,35000,3
12005,1,0,1,10,8,female,15,39.556,35000,3500,2
12006,1,1,1,12,12,male,16,59.085,17000,35000,3
12008,1,1,1,9,1,male,12,38.202,60000,15000,3
12010,1,0,1,12,12,male,20,83.535,53000,17000,1
12012,1,1,1,12,14,male,14,76.322,65000,30000,3
12014,1,1,1,12,20,male,16,80.79,85000,20000,3
12016,1,1,1,12,12,male,16,70.816,150000,60000,3
12018,0,0,1,11,11,female,12,94.157,52900,25200,3
12019,1,1,1,12,14,male,12,69.997,58000,30100,3
12022,0,1,1,8,12,female,12,54.756,63000,8015,3
12023,0,1,1,11,13,male,17,74.585,65000,21000,3
12031,1,1,1,11,11,male,12,66.317,40000,15000,3
12032,0,1,1,11,11,female,12,14.177,24000,15000,3
12034,1,1,1,17,15,female,16,72.753,161182,75001,3
12036,0,1,1,10,16,female,15,81.701,28900,12000,3
12039,0,1,0,9,8,male,12,65.528,22000,5000,3
12041,0,1,0,12,12,male,12,16.707,46000,17000,3
12042,0,1,1,12,14,female,12,8.479,3000,15000,3
12043,0,0,1,9,8,male,12,5.867,628,7000,3
12044,1,1,1,12,12,male,18,41.848,45000,19500,3
12045,1,1,1,16,18,male,20,87.993,49000,30000,3
12052,1,1,1,14,13,female,15,68.169,32000,25000,2
12055,1,1,1,12,9,male,12,49.365,51000,30000,3
12057,1,1,1,16,14,female,12,58.25,3000,17000,3
12061,1,1,1,16,12,female,13,88.136,42000,11250,3
12062,1,1,0,4,6,female,13,1.35,20000,16000,1
12064,0,0,1,16,19,male,20,91.448,158730,50000,3
12065,1,1,1,12,12,male,10,45.81,56000,16000,3
12066,0,1,1,12,12,female,14,26.619,3000,3000,3
12068,1,0,1,20,20,male,16,88.023,49000,15000,1
12070,1,1,1,12,12,female,15,50.856,34000,6000,3
12076,1,1,1,12,20,female,12,58.498,6000,4950,3
12082,0,1,1,11,10,male,12,33.649,4000,22000,3
12083,1,1,1,11,10,female,12,42.237,22000,22000,3
12084,0,1,1,12,8,male,12,56.342,33793,9500,3
12087,1,1,0,9,12,female,13,18.164,3000,2664,3
12088,1,1,0,13,14,male,16,97.573,37000,17000,3
12089,1,1,1,13,14,male,20,63.613,40000,17000,3
12090,1,1,1,12,11,male,12,53.959,30000,10972,3
12092,1,1,1,12,12,female,16,53.775,30000,29600,3
12093,1,1,1,12,12,male,12,59.265,82000,29600,3
12097,0,1,0,12,11,female,12,36.668,54000,19000,3
12098,1,1,1,12,12,female,14,82.763,53000,24000,1
12102,1,1,1,17,16,male,16,62.246,100000,25000,1
12104,1,0,0,13,16,female,15,83.988,36323,15000,3
12106,1,1,1,13,16,male,18,76.524,120000,15000,3
12110,1,1,1,12,12,male,16,56.116,91000,16900,3
12116,1,1,0,16,14,male,16,74.244,90000,26000,3
12119,1,1,1,14,16,male,18,54.283,45000,1000,3
12122,0,1,1,6,10,male,8,20.531,30000,12300,3
12125,0,1,1,10,7,male,12,15.881,42000,25000,2
12126,0,1,1,10,7,female,12,10.695,21000,25000,2
12128,1,1,1,11,13,female,12,64.324,30000,26070,3
12129,0,1,1,10,12,male,16,72.169,39500,18000,2
12130,0,1,1,10,12,female,12,27.983,24000,18000,2
12131,1,1,1,10,12,male,12,32.593,23000,18000,2
12133,0,1,1,10,3,male,12,22.983,11560,1500,2
12135,0,1,0,10,10,female,10,10.769,22000,572,3
12138,1,1,1,9,15,female,13,40.28,21000,13000,3
12139,1,1,1,8,9,male,12,29.169,12600,13000,3
12140,0,1,1,9,5,female,13,31.207,45000,12410,3
